OTUID,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125,X126,X127,X128,X129,X130,X131,X132,X133,X134,X135,X136,X137,X138,X139,X140,X141,X142,X143,X144,X145,X146,X147,X148,X149,X150,X151,X152,X153,X154,X155,X156,X157,X158,X159,X160,X161,X162,X163,X164,X165,X166,X167,X168,X169,X170,X171,X172,X173,X174,X175,X176,X177,X178,X179,X180,X181,X182,X183,X184,X185,X186,X187,X188,X189,X190,X191,X192
581_T2,4.691787191,5.064462476,4.754307548,4.921361633,-1.207627805,4.868717899,4.813148048,4.971372053,4.515896525,4.691787191,-1.207627805,-1.207627805,-1.207627805,-1.207627805,6.053590532,-1.207627805,-1.207627805,5.872920503,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,6.275079823,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,6.125334437,5.842767465,-1.207627805,5.041989621,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,6.19227392,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,5.169822992,-1.207627805,-1.207627805,-1.207627805,6.281680507,-1.207627805,-1.207627805,-1.207627805,-1.207627805,5.400934713,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,6.185053672,-1.207627805,5.652249141,-1.207627805,-1.207627805,-1.207627805,6.028484611,-1.207627805,-1.207627805,-1.207627805,5.652249141,6.660477368,-1.207627805,5.712147283,6.078081552,6.078081552,-1.207627805,-1.207627805,6.433949719,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,4.995469605,-1.207627805,5.930628821,-1.207627805,-1.207627805,5.967330188,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,6.019973921,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,6.234533729,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,5.627247839,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805,-1.207627805
582_T2,4.019194723,4.334711594,4.466771316,4.08171508,4.126166842,4.002934202,3.9864049,4.050943421,4.066447608,3.720701734,3.804083343,-2.040760407,-2.040760407,-2.040760407,5.033723894,-2.040760407,-2.040760407,-2.040760407,-2.040760407,3.605632404,4.744090602,-2.040760407,4.310900946,-2.040760407,-2.040760407,-2.040760407,4.391870008,-2.040760407,-2.040760407,3.804083343,-2.040760407,-2.040760407,-2.040760407,-2.040760407,-2.040760407,4.712341903,-2.040760407,4.797335116,4.720374075,-2.040760407,4.066447608,-2.040760407,-2.040760407,3.475579276,4.77486226,-2.040760407,-2.040760407,4.915940859,-2.040760407,-2.040760407,-2.040760407,-2.040760407,5.106996095,3.804083343,-2.040760407,3.783880636,3.629729956,3.742207939,-2.040760407,-2.040760407,3.110936163,-2.040760407,-2.040760407,-2.040760407,-2.040760407,-2.040760407,-2.040760407,-2.040760407,-2.040760407,-2.040760407,-2.040760407,-2.040760407,-2.040760407,3.605632404,-2.040760407,-2.040760407,-2.040760407,-2.040760407,-2.040760407,-2.040760407,-2.040760407,-2.040760407,-2.040760407,-2.040760407,-2.040760407,4.601590539,-2.040760407,-2.040760407,-2.040760407,3.969597782,-2.040760407,4.998005812,-2.040760407,4.789900138,4.43535512,3.357796241,-2.040760407,3.187897204,-2.040760407,-2.040760407,-2.040760407,3.698722828,4.111568043,-2.040760407,-2.040760407,3.653260453,3.82388597,-2.040760407,3.555621984,-2.040760407,-2.040760407,4.797335116,-2.040760407,-2.040760407,-2.040760407,-2.040760407,3.783880636,-2.040760407,-2.040760407,4.744090602,-2.040760407,-2.040760407,-2.040760407,-2.040760407,4.196125431,-2.040760407,-2.040760407,5.23439459,-2.040760407,-2.040760407,-2.040760407,-2.040760407,-2.040760407,-2.040760407,3.580939792,-2.040760407,-2.040760407,5.267338745,-2.040760407,4.23586576,-2.040760407,4.517033151,-2.040760407,-2.040760407,-2.040760407,-2.040760407,-2.040760407,3.555621984,3.418420862,-2.040760407,-2.040760407,-2.040760407,-2.040760407,-2.040760407,-2.040760407,3.742207939,-2.040760407,-2.040760407,-2.040760407,-2.040760407,-2.040760407,-2.040760407,-2.040760407,3.742207939,-2.040760407,-2.040760407,-2.040760407,-2.040760407,-2.040760407,4.782409466,-2.040760407,-2.040760407,-2.040760407,-2.040760407,-2.040760407,-2.040760407,3.629729956,4.671183831,-2.040760407,4.671183831,4.875666959,-2.040760407,-2.040760407,-2.040760407,-2.040760407,-2.040760407,-2.040760407,4.035195064,4.797335116,-2.040760407,-2.040760407,-2.040760407
583_T2,3.927569518,4.054859755,3.852416795,3.900044844,3.812610545,3.781680244,4.116655475,3.885993091,4.026575042,3.682698411,3.890698982,2.589849827,2.763513321,2.572458084,2.379554418,2.64028068,2.336069306,2.192968462,2.112925755,2.084754878,2.911433451,-2.81090671,-2.81090671,2.49969873,-2.81090671,-2.81090671,-2.81090671,-2.81090671,2.192968462,3.183367166,2.60694426,-2.81090671,-2.81090671,3.083283708,2.554758507,-2.81090671,-2.81090671,-2.81090671,3.282997007,2.480650535,-2.81090671,-2.81090671,2.267076435,-2.81090671,-2.81090671,-2.81090671,2.49969873,-2.81090671,3.716792622,-2.81090671,2.911433451,3.449387742,-2.81090671,3.553287337,-2.81090671,2.379554418,1.707460647,3.852416795,-2.81090671,3.072701599,3.051195393,-2.81090671,-2.81090671,3.506140559,2.441429822,-2.81090671,2.400607827,2.554758507,-2.81090671,2.995314935,2.873212238,-2.81090671,3.018043186,-2.81090671,-2.81090671,2.267076435,4.070670361,-2.81090671,-2.81090671,-2.81090671,2.441429822,-2.81090671,-2.81090671,-2.81090671,2.31359645,-2.81090671,2.734099436,-2.81090671,-2.81090671,2.21828627,-2.81090671,2.60694426,-2.81090671,-2.81090671,-2.81090671,-2.81090671,3.760515433,1.896702646,2.112925755,-2.81090671,2.267076435,3.499220116,-2.81090671,2.21828627,-2.81090671,3.442061702,3.665205253,3.19284591,3.434681595,-2.81090671,3.822711641,-2.81090671,2.49969873,-2.81090671,-2.81090671,-2.81090671,3.553287337,-2.81090671,-2.81090671,-2.81090671,2.518390863,2.336069306,-2.81090671,-2.81090671,-2.81090671,-2.81090671,2.421227114,2.336069306,-2.81090671,2.792086693,3.506140559,-2.81090671,-2.81090671,-2.81090671,3.478166707,-2.81090671,2.672541543,-2.81090671,2.572458084,2.084754878,3.183367166,-2.81090671,-2.81090671,4.445608879,-2.81090671,-2.81090671,-2.81090671,3.617003152,3.485233874,3.546686653,-2.81090671,-2.81090671,-2.81090671,-2.81090671,-2.81090671,3.456660501,2.055767341,-2.81090671,-2.81090671,-2.81090671,2.025914378,-2.81090671,-2.81090671,3.559844738,-2.81090671,-2.81090671,-2.81090671,-2.81090671,-2.81090671,3.553287337,-2.81090671,-2.81090671,2.995314935,-2.81090671,-2.81090671,-2.81090671,-2.81090671,2.025914378,-2.81090671,-2.81090671,-2.81090671,-2.81090671,-2.81090671,-2.81090671,-2.81090671,1.748282641,2.358048213,2.055767341,1.963394021,-2.81090671,-2.81090671,3.006743631
584_T2,4.941263704,5.089683709,4.833430999,4.997433976,4.909658365,4.843283296,4.712549108,4.734649455,4.660961739,4.631108776,4.437818188,3.967814558,3.437186307,4.488007932,3.10868224,3.881872129,-2.204650002,-2.204650002,-2.204650002,-2.204650002,3.744671007,-2.204650002,-2.204650002,4.568588419,-2.204650002,3.619507864,4.036022808,-2.204650002,-2.204650002,3.619507864,-2.204650002,-2.204650002,4.41551243,3.437186307,-2.204650002,-2.204650002,-2.204650002,-2.204650002,3.051523827,3.437186307,-2.204650002,-2.204650002,4.079040193,-2.204650002,3.10868224,-2.204650002,-2.204650002,4.353477039,-2.204650002,-2.204650002,-2.204650002,-2.204650002,3.051523827,3.188724948,-2.204650002,4.278753493,-2.204650002,3.894611154,-2.204650002,4.068458084,3.602700746,-2.204650002,-2.204650002,-2.204650002,-2.204650002,-2.204650002,-2.204650002,4.701313034,-2.204650002,-2.204650002,-2.204650002,-2.204650002,3.051523827,-2.204650002,-2.204650002,-2.204650002,-2.204650002,-2.204650002,-2.204650002,3.684046385,2.926360684,-2.204650002,-2.204650002,-2.204650002,-2.204650002,2.959150506,-2.204650002,-2.204650002,-2.204650002,-2.204650002,-2.204650002,-2.204650002,3.188724948,3.636037166,3.188724948,-2.204650002,4.216511184,3.47640702,2.959150506,-2.204650002,-2.204650002,3.931882549,-2.204650002,-2.204650002,-2.204650002,3.214042756,-2.204650002,-2.204650002,3.080511363,-2.204650002,-2.204650002,2.959150506,3.238735369,-2.204650002,-2.204650002,-2.204650002,4.197992136,-2.204650002,-2.204650002,-2.204650002,3.801829421,-2.204650002,-2.204650002,-2.204650002,-2.204650002,-2.204650002,-2.204650002,-2.204650002,-2.204650002,4.384975706,-2.204650002,-2.204650002,-2.204650002,-2.204650002,-2.204650002,-2.204650002,-2.204650002,-2.204650002,2.660657518,-2.204650002,-2.204650002,-2.204650002,3.881872129,-2.204650002,-2.204650002,-2.204650002,-2.204650002,-2.204650002,2.926360684,4.445144228,-2.204650002,4.423003102,-2.204650002,-2.204650002,-2.204650002,-2.204650002,-2.204650002,-2.204650002,3.47640702,-2.204650002,-2.204650002,3.532496487,-2.204650002,3.136081215,2.892459132,-2.204650002,-2.204650002,4.857882095,-2.204650002,3.051523827,-2.204650002,-2.204650002,-2.204650002,-2.204650002,-2.204650002,4.225643668,3.967814558,2.892459132,-2.204650002,-2.204650002,4.140283819,-2.204650002,-2.204650002,-2.204650002,-2.204650002,4.09987428,4.329184347,-2.204650002,-2.204650002,-2.204650002,-2.204650002,-2.204650002
585_T2,-0.697070457,-0.697070457,7.256484488,7.295056763,-0.697070457,-0.697070457,7.316447953,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,7.737661418,6.910982845,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,6.802088757,-0.697070457,-0.697070457,-0.697070457,-0.697070457,6.152238382,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,6.279393557,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,6.365160379,-0.697070457,-0.697070457,-0.697070457,6.152238382,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,6.117752206,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,7.098581459,-0.697070457,-0.697070457,-0.697070457,7.723675176,-0.697070457,-0.697070457,-0.697070457,-0.697070457,5.986723943,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,6.233584021,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,7.445338966,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,5.788273005,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,6.628577829,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457,-0.697070457
586_T2,7.658159912,7.603555778,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,7.616230219,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,6.573936361,6.814077489,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,6.039013186,5.894973815,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,6.132103609,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,5.759428323,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,6.19664213,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,5.639627123,-0.785196314,-0.785196314,7.406845484,-0.785196314,-0.785196314,-0.785196314,5.791177022,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,5.963027279,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,5.621277985,-0.785196314,-0.785196314,-0.785196314,7.281268176,-0.785196314,-0.785196314,7.087615054,-0.785196314,-0.785196314,-0.785196314,-0.785196314,5.922753379,5.564119571,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,5.88078918,5.82194868,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314,-0.785196314
588_T2,4.278911419,4.272177387,4.31839023,4.368715314,4.107270872,4.202218798,4.251698855,4.176529312,4.272177387,4.058281484,3.95709634,3.135694824,3.226208832,3.186988118,2.6248692,3.291348134,-2.703106237,2.676162495,2.872277374,2.801325638,2.963844567,-2.703106237,-2.703106237,2.724952659,-2.703106237,3.885122841,2.295389999,-2.703106237,2.453018943,3.135694824,2.295389999,-2.703106237,4.083076143,2.692691797,2.493840938,2.708952318,3.558551675,3.047726051,-2.703106237,3.433848196,2.533061651,-2.703106237,-2.703106237,2.885883026,3.729312409,-2.703106237,2.319487551,-2.703106237,-2.703106237,-2.703106237,2.343018048,2.570801979,3.254646767,2.951265785,-2.703106237,2.676162495,2.858484052,2.453018943,-2.703106237,2.938526759,2.771472675,-2.703106237,-2.703106237,4.066614866,3.487092711,-2.703106237,-2.703106237,2.642260943,3.612255854,-2.703106237,-2.703106237,-2.703106237,2.533061651,2.912551273,3.024469189,-2.703106237,-2.703106237,-2.703106237,3.68168436,-2.703106237,3.385838977,3.125112715,-2.703106237,-2.703106237,-2.703106237,-2.703106237,-2.703106237,-2.703106237,2.925623354,2.6248692,-2.703106237,-2.703106237,-2.703106237,-2.703106237,-2.703106237,1.877654799,-2.703106237,2.513643565,3.309205751,-2.703106237,2.771472675,2.137165994,2.607169623,-2.703106237,-2.703106237,2.343018048,2.319487551,3.216546921,2.493840938,-2.703106237,-2.703106237,-2.703106237,3.53764499,-2.703106237,-2.703106237,-2.703106237,2.431965534,-2.703106237,-2.703106237,-2.703106237,2.270697387,3.612255854,-2.703106237,3.63167394,-2.703106237,2.015805137,3.494472818,-2.703106237,-2.703106237,-2.703106237,-2.703106237,-2.703106237,-2.703106237,-2.703106237,2.431965534,-2.703106237,-2.703106237,-2.703106237,3.656991748,-2.703106237,-2.703106237,-2.703106237,-2.703106237,4.516712128,-2.703106237,-2.703106237,4.153971965,2.912551273,2.219404092,-2.703106237,-2.703106237,-2.703106237,-2.703106237,-2.703106237,-2.703106237,-2.703106237,-2.703106237,-2.703106237,-2.703106237,-2.703106237,-2.703106237,-2.703106237,-2.703106237,2.366007566,-2.703106237,-2.703106237,-2.703106237,-2.703106237,-2.703106237,2.366007566,-2.703106237,-2.703106237,1.877654799,-2.703106237,-2.703106237,3.196938449,-2.703106237,3.551631232,3.070454302,-2.703106237,2.801325638,-2.703106237,-2.703106237,-2.703106237,2.137165994,-2.703106237,-2.703106237,1.717312148,-2.703106237,-2.703106237,-2.703106237,-2.703106237
589_T2,5.75542032,6.009550859,5.750331251,5.665173442,5.654000142,5.760483622,5.448950334,5.36256572,5.462649178,5.406690525,5.654000142,4.497568282,4.676909211,5.528462397,-1.426893769,4.161096046,4.762676033,5.496097112,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,5.316403678,-1.426893769,-1.426893769,-1.426893769,4.42346031,5.21714872,-1.426893769,-1.426893769,-1.426893769,5.05718407,-1.426893769,5.659602397,-1.426893769,6.252960107,4.960852961,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,4.841664444,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,5.670713623,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,5.936048397,-1.426893769,-1.426893769,-1.426893769,-1.426893769,5.547390407,4.566561154,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,5.697963265,4.631099675,4.816022013,-1.426893769,-1.426893769,-1.426893769,4.748882711,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,5.276237636,-1.426893769,-1.426893769,-1.426893769,4.343417603,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,5.476162898,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,5.428043649,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,4.828925418,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,5.509169194,-1.426893769,4.802949932,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,5.399470277,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769,-1.426893769
590_T2,5.36909916,5.254090051,5.065655666,4.90254636,5.055571547,5.133533088,4.590958766,4.829043898,4.524267392,4.816250546,5.028172573,3.709017515,3.734659945,3.734659945,3.807863349,3.584719798,3.613707335,-2.135373856,3.831120211,3.682700206,3.819559389,-2.135373856,-2.135373856,2.891572617,-2.135373856,-2.135373856,3.354196139,-2.135373856,-2.135373856,3.853848462,2.732507923,-2.135373856,4.306854515,3.695945433,3.028773739,-2.135373856,-2.135373856,4.32103915,-2.135373856,-2.135373856,-2.135373856,-2.135373856,2.948731031,-2.135373856,-2.135373856,-2.135373856,2.976130005,-2.135373856,-2.135373856,-2.135373856,4.285193019,4.083710964,2.920560154,-2.135373856,-2.135373856,4.083710964,3.641878212,-2.135373856,-2.135373856,-2.135373856,3.7840527,-2.135373856,-2.135373856,-2.135373856,4.402164695,5.014186331,-2.135373856,2.861719654,-2.135373856,-2.135373856,3.865021763,-2.135373856,3.641878212,-2.135373856,2.623308631,-2.135373856,4.552597899,-2.135373856,-2.135373856,4.772383864,3.655671534,4.270486871,-2.135373856,-2.135373856,3.524095176,-2.135373856,-2.135373856,-2.135373856,-2.135373856,4.446616458,-2.135373856,-2.135373856,-2.135373856,3.613707335,-2.135373856,-2.135373856,4.335025392,-2.135373856,-2.135373856,-2.135373856,-2.135373856,4.563709124,4.369158399,-2.135373856,-2.135373856,-2.135373856,-2.135373856,-2.135373856,-2.135373856,-2.135373856,-2.135373856,-2.135373856,3.215359694,-2.135373856,-2.135373856,-2.135373856,-2.135373856,-2.135373856,-2.135373856,-2.135373856,-2.135373856,-2.135373856,-2.135373856,4.270486871,4.135896717,-2.135373856,3.999941081,-2.135373856,-2.135373856,-2.135373856,-2.135373856,2.137800815,-2.135373856,-2.135373856,-2.135373856,-2.135373856,2.732507923,-2.135373856,-2.135373856,-2.135373856,-2.135373856,-2.135373856,-2.135373856,-2.135373856,-2.135373856,-2.135373856,4.535696088,-2.135373856,-2.135373856,3.476085957,-2.135373856,-2.135373856,3.215359694,-2.135373856,-2.135373856,-2.135373856,-2.135373856,-2.135373856,-2.135373856,2.861719654,-2.135373856,-2.135373856,3.492346478,-2.135373856,3.354196139,-2.135373856,-2.135373856,-2.135373856,-2.135373856,-2.135373856,-2.135373856,-2.135373856,-2.135373856,2.732507923,-2.135373856,-2.135373856,-2.135373856,-2.135373856,-2.135373856,-2.135373856,-2.135373856,-2.135373856,-2.135373856,3.819559389,-2.135373856,-2.135373856,-2.135373856,4.270486871,-2.135373856,3.028773739,-2.135373856,-2.135373856
592_T2,4.900059238,4.645103859,4.0060239,4.057317195,4.11042702,4.0753357,3.738863463,4.024981814,3.763556076,4.204953193,4.577192654,3.515719912,3.118036944,3.045716283,2.868382268,2.21903771,-2.620044785,3.163499319,3.163499319,2.724132659,3.163499319,3.425863583,3.981809642,2.652673695,3.238400627,-2.620044785,2.883197353,4.152627374,-2.620044785,2.614933367,3.278810165,4.657651076,2.967754741,2.741227092,-2.620044785,2.85334439,3.971957346,3.185478225,3.21756654,4.173077985,2.790824033,-2.620044785,3.951956679,3.106340905,-2.620044785,-2.620044785,2.954149089,3.64729627,2.868382268,-2.620044785,2.327251294,3.082530256,2.689041339,3.936689207,2.883197353,2.190050173,-2.620044785,3.417279839,2.838076918,3.561529448,3.408621777,3.308080547,2.352569102,2.940355767,-2.620044785,3.915963076,3.248657127,-2.620044785,-2.620044785,2.981177762,-2.620044785,2.940355767,-2.620044785,2.06488703,3.442813141,-2.620044785,-2.620044785,3.345820875,-2.620044785,-2.620044785,-2.620044785,2.633981562,-2.620044785,2.129425551,-2.620044785,-2.620044785,3.106340905,-2.620044785,-2.620044785,-2.620044785,-2.620044785,-2.620044785,-2.620044785,-2.620044785,-2.620044785,-2.620044785,-2.620044785,2.401359266,-2.620044785,-2.620044785,-2.620044785,3.163499319,-2.620044785,3.483971214,-2.620044785,3.425863583,2.954149089,-2.620044785,2.492331045,-2.620044785,-2.620044785,-2.620044785,-2.620044785,2.555509946,-2.620044785,-2.620044785,2.868382268,-2.620044785,-2.620044785,-2.620044785,-2.620044785,-2.620044785,-2.620044785,-2.620044785,-2.620044785,2.883197353,-2.620044785,-2.620044785,-2.620044785,2.274607561,2.981177762,-2.620044785,-2.620044785,2.706740916,3.152326018,-2.620044785,2.652673695,-2.620044785,-2.620044785,3.37321985,-2.620044785,-2.620044785,-2.620044785,-2.620044785,-2.620044785,3.308080547,-2.620044785,2.633981562,2.555509946,-2.620044785,3.822744947,-2.620044785,-2.620044785,-2.620044785,-2.620044785,-2.620044785,-2.620044785,-2.620044785,-2.620044785,-2.620044785,-2.620044785,-2.620044785,-2.620044785,3.38218852,-2.620044785,-2.620044785,-2.620044785,-2.620044785,-2.620044785,-2.620044785,-2.620044785,3.507876735,-2.620044785,-2.620044785,-2.620044785,-2.620044785,-2.620044785,-2.620044785,-2.620044785,-2.620044785,-2.620044785,-2.620044785,-2.620044785,-2.620044785,-2.620044785,-2.620044785,-2.620044785,-2.620044785,-2.620044785,-2.620044785,-2.620044785,-2.620044785
